문장	여성/가족	남성	성소수자	인종/국적	연령	지역	종교	기타 혐오	악플/욕설	clean	개인지칭
이쯤되면 전라도랑 상종하고 돈 빌려준게 잘못이다 ㅋㅋㅋ	0	0	0	0	0	1	0	0	0	0	0
좆선족 짱깨들 진짜 바퀴벌레 같다	0	0	0	1	0	0	0	0	0	0	0
출근 길에 재수없게 대구경북쪽 억양쓰는 새끼가 폰에다 대고 계속 떠들길래 내린 후 한마디 했다. 야 이 ㅆ, ㅅ 끼야 마스크 좀 처하고 공중도덕 좀 지켜 ! 담ㅈ에 마주치면 밟아 버린다고 했더니 찍소리 못하고 가버리더라.	0	0	0	0	0	1	0	0	0	0	0
레알 동남아년들 혐오스럽다 이자스민때문에 더심해짐. 이자스민 만나면 당장 쌍욕할듯	1	0	0	1	0	0	0	0	0	0	1
급식충이 이 시점에서 일베를 킨다는 것 자체가 거의 지잡 예약임	0	0	0	0	1	0	0	1	0	0	0
목사세끼 진짜 싸가지 없네 ㅠㅠㅠ	0	0	0	0	0	0	1	0	0	0	0
ㄹㅇ첨에 봊초찻집들 폐쇄적이라고 할때 비웃었는데 웜하고 딴커뮤해보니 알겠노 한남충들처럼 남자안받는다고 폐쇄적이라고 우기는거 말고ㅇㅇ	0	1	0	0	0	0	0	0	0	0	0
아 구약성경 꽤 재밌는 내용들 많지 ㅋㅋㅋㅋ 출애굽 하는 무리들 중에 우상숭배하는 사람들 애까지 죄다 학살해버림 여호와 인성 ㄱㅆㅎㅌㅊ	0	0	0	0	0	0	1	0	0	0	0
짱깨산 헬멧 썼으면 착해졌을 것 같은데맨머가리라 살았을 것 같다 damn it	0	0	0	1	0	0	0	0	0	0	0
페미들은 정신병원에 처넣어야 이 나라가 바로섭니다 저게 할짓입니까 니들이 공산당이랑 다른게 뭐냐	1	0	0	0	0	0	0	0	0	0	0
옛날에 tv에서 해주던 애니삼국지는 좆꿀잼이었음유비 관우 자아아앙비 아~~~~ 아~~ 봉숭아 나무 아래서 형제가 되기로 맹세를 했네 유비 관우 자앙비 천하의 호걸일세~~~ 아 아아아 천하는 언제나통일이될까아 영웅호걸들이 ~~ 모여펼치는 쒼나는 삼국지 아항~	0	0	0	0	0	0	0	0	0	1	0
전라도관상	0	0	0	0	0	1	0	0	0	0	0
암베르크 보고 반가움이 들면 진성일게이 ㅇㅈ?	0	0	0	0	0	0	0	0	0	1	0
썪을대로 썪은 검경. 징글징글하다.	0	0	0	0	0	0	0	1	0	0	0
ㅉㅉㅉ안산다 앞으로 그냥 오프매장 간다 빡치네 안그래도 요즘 남자들 역차별에 예민한데 저러네? 그리고 있는 고객들한테나 잘해라 신규고객 유치할생각하지말고!!!!!!!!!	0	0	0	0	0	0	0	0	1	0	0
양산쓰고싶은데 튀어서 못쓰니깐 소추래곤이 양산쓰고나와서 유명해지길바라더노	0	1	0	0	0	0	0	0	0	0	0
탈북자들 우리 국민인거 좋다 이기야근데 북한에서 왔다는것만으로 과도하게 세금을 퍼주는게 문제있지탈북자보다 못한 삶을 사는 사람들도 많을거고 탈북할 능력 있는 탈북자면 그냥 놔둬도 알아서 잘 산다. 요즘 완전한 맨땅에서 시작하는 탈북자가 얼마나 된다고	0	0	0	1	0	0	0	0	0	0	0
다시 청원글 등장함 20만 넘음	0	0	0	0	0	0	0	0	0	1	0
아니 이게 대체 왜 페미영화야?? 그냥 일반 가정에서 다들 겪는 고충에 대한 영화인데? 그리고 영화 볼만하다 끝	0	0	0	0	0	0	0	0	0	1	0
깔깔깔 손 안대고 코풀었노 이기이기ㅋㅋㅋㅋㅋ 노이즈 마케팅 놈딱 감사하노ㅋㅋㅋㅋㅋㅋ	0	0	0	0	0	0	0	0	1	0	0
한국은 전라도한테 그렇게당해놓고도잘참는거보면호구나라가 분명!	0	0	0	0	0	1	0	0	0	0	0
저 mc새끼가 존나 욕하는데	0	0	0	0	0	0	0	0	1	0	0
다른나라 교회는 어떤지 모르겠는데 한국은 전라도모임 그 이상도 이하도 아니다.	0	0	0	0	0	1	1	0	0	0	0
아빠는 사실 내카드니까 내가 가야맞다고 하고 싶었는데 마누라때문에 ㅋㅋ	0	0	0	0	0	0	0	0	0	1	0
훈련소에서 좆뺑이치다가 이거노래들으면 힐링되긴하거라 ㅎ	0	0	0	0	0	0	0	0	1	0	0
몽정휴가 내놔라 씨발"부장님 저 오늘 몽정해서 몽정휴가좀 쓰겠습니다""오 그래? 자네도 했는가? 푹쉬게"씨발 얼마나 좋냐	0	0	0	0	0	0	0	0	1	0	0
별로안유명해도 돈 개많은가보네 ㄷㄷㄷㄷ	0	0	0	0	0	0	0	0	0	1	0
페미는=정신병=레즈 페미는 제3의성별 여자랑역지마라	1	0	1	0	0	0	0	0	0	0	0
여기는 진짜 조선족들한테 베댓 다 먹혔구나 ㄷㄷ	0	0	0	1	0	0	0	0	0	0	0
은근슬좆 품평하노ㅋ	0	0	0	0	0	0	0	0	1	0	0
양아치들끼리 싸우는거 보니 속이 뻥~~ 뚫린다. 중국 이슬람 인도 제발 이 세력들이 서로 싸워준다면 뒤에서 팝콘뜯으면서 무기팔고 구경하고싶다. ㅋㅋㅋㅋㅋㅋㅋ	0	0	0	1	0	0	0	0	0	0	0
이공계 자댕이 자들거리는 소리 여기까지 들리노	0	1	0	0	0	0	0	0	0	0	0
존재감이 지 좆같노	0	0	0	0	0	0	0	0	1	0	0
링크 주소 알려주라 테러하러가게	0	0	0	0	0	0	0	0	1	0	0
프랑스 무슬림들도 시리아 난민들처럼 다 조선반도 들여왔으면 좋겠다이기	0	0	0	1	0	0	1	0	0	0	0
먹사들 사형으로 다스려라 ㅈㅈㅈ	0	0	0	0	0	0	1	0	0	0	0
율법학자새끼 어린 애 성추행하는 수준 보소	0	0	0	0	0	0	0	0	1	0	0
아무리 봐도 남자가 살기엔 일본이 더 나은 것 같다취미 생활하기 좋지유흥 하기도 좋지여자애들 마인드도 그쪽 동네애들이 훨씬 낫다게다가 한 가지만 확실히 잘하면 대학 안 나와도 잘먹고 잘살지한국은 좋은대학 나와도 취직 걱정하며불안에 떨어야 하니 ㅂㅅ같잖아	0	0	0	1	0	0	0	0	0	0	0
해적왕!!!	0	0	0	0	0	0	0	0	0	1	0
젠더특보.? 이게 대체 서울시민과 무슨 상관이있고 이익이된다고 세금들여 밥먹여살리는거냐 서울시공무원자리가 좌파들 먹거리 수단이냐? 그런 쓸데없는자리 당장 폐지 하라	0	0	0	0	0	0	0	1	0	0	0
인터넷이 발전되다보니 별이상한것들도 무고죄니 명예훼손이니...참 기가찬다	0	0	0	0	0	0	0	0	1	0	0
왜 조조는 없냐 ㅋㅋ	0	0	0	0	0	0	0	0	0	1	0
난 5.8통이였는데 ㅋㅋㅋㅋㅋ	0	0	0	0	0	0	0	0	0	1	0
다르게 말하면 걍 똥송과 서양의 차이다종교가 중요한게 아니야	0	0	0	1	0	0	0	0	0	0	0
저기서 북한 전투기 몰고 탈북한놈이 최고승리자아님? 저거 국방부에 군사자료로 넘기고 수십억 받았다던데	0	0	0	0	0	0	0	0	0	1	0
14개 ..	0	0	0	0	0	0	0	0	0	1	0
ㄹㅇ이노 똥꼬 형냐들 후장에 좆박는넘이 좆 작으면 앵나 자적자한다 이니야ㅋ 웃챙ㅋㅋㅋㅋ	0	0	1	0	0	0	0	0	0	0	0
다른 늙은 자집애들도 본받아야 하노	0	1	0	0	0	0	0	0	0	0	0
4'기면 다른 장기에 전이된건데 전이암을 다 중입자로 죽인거냐?	0	0	0	0	0	0	0	0	0	1	0
니 자막 앵나재밌노	0	0	0	0	0	0	0	0	0	1	0
미쳤으면 곱게 미쳐...이건.. 중국 밑으로 들어가서 살라는 거군. 그냥 울 회사 생산직에 있는 조선족애들.. 사장 시키고 게 밑으로 들어가야겠다 우리는 중국에 속국이니까.. ㅅㅂ..	0	0	0	1	0	0	0	0	0	0	0
아무리 잡아먹으려고 키우는 가축이라지만오랜시간 고통에 몸부림치면서 죽어간 고기를 먹는다는건 그게 오히려 더 깨름칙할거같다.전혀 과학적인 근거도 없고 합리적 이유도 없는그냥 옛날에 선지자란 어떤 한놈이 지 나오는대로 씨부린거 죽자고 지키는거 아닌가극혐이다.	0	0	0	0	0	0	1	0	0	0	0
얼굴좀보자	0	0	0	0	0	0	0	0	0	1	0
ㅋㅋㅋ 대단하다 저런거보면	0	0	0	0	0	0	0	0	0	1	0
저 사장 분명 일베한다	0	0	0	0	0	0	0	0	1	0	0
몽골... 짱깨보다 더 미개하다. 핵노답	0	0	0	1	0	0	0	0	0	0	0
코로나 위드시대에 영혼을 어루만지고 터치하는 영택트가 중요하다는 말씀 공감이 되고 이를 위해 기도하겠습니다	0	0	0	0	0	0	0	0	0	1	0
민주당은 영입해라	0	0	0	0	0	0	0	0	0	1	0
보지=애새끼	1	0	0	0	1	0	0	0	0	0	0
전라도 + 대깨문 + 짱깨 + 조선족은 죽여도 돼	0	0	0	1	0	1	0	0	0	0	0
신성한 엄마라는 위치를 저런 병신같년들이 스스로 맘충이 되도록 만드는군.	1	0	0	0	0	0	0	0	0	0	0
천주교는 성체 훼손했다고 지랄봇광하기 이전에떡도 안 쳤는데 예수 임신 했다고 수천년간 사기 친거에 대해서 사과해야 됨	0	0	0	0	0	0	1	0	0	0	0
이스탄불 건너자 말자 뒤져부렸노wwww 다리 하나 건너자 말자 뒤짐 Wwwww	0	0	0	0	0	0	0	0	1	0	0
한남유충이면 실험 불가임 이미 때리고있어서 말려야하거든 좆팔	0	1	0	0	0	0	0	0	0	0	0
애초에 무슬림 새끼들 안받는 이유가 테러 위험인데 돈 있는 씨발새끼들이 뭣하러 테러를 일으키겠냐?	0	0	0	0	0	0	1	0	0	0	0
통쾌하다 진짜 ㅅㅂ 못 배워처먹은 틀딱새끼	0	0	0	0	1	0	0	0	0	0	0
교회가 가장 오래된 프랜차이즈 사업 아니냐?물론 개신교는 본사가 없지만 교리를 기반으로 프랜차이즈 사업하는거지천주교는 본사가 있는 직영점 형태고 ㅋㅋ	0	0	0	0	0	0	1	0	0	0	0
사실 맘충은 아니지 걍 진상일뿐. 애랑 관련된 진상은 아니니까	1	0	0	0	0	0	0	0	0	0	0
원래 프로그래머들 재택근무하는 여자들이었잖노 ㅋㅋㅋㅋ 돈좀되니까 냄져들이 뺏어갔노ㅡㅡ	1	1	0	0	0	0	0	0	0	0	0
지금도 미국 현기차 관련 용역회사들 중에 전라도출신 사장새끼들이 용역임금 제일 후려침 노인들 불체자 쥐어짠다	0	0	0	0	0	1	0	0	0	0	0
한국 초대교회때 교회가 사회의 문화를 비롯한 모든 부분에서막강한 영향력을 미쳤던것처럼 코로나이후 다시한번 영택트로주도해 나가기를 소망합니다.	0	0	0	0	0	0	0	0	0	1	0
하루에 한개씩~ 한달이면 삼십개~~	0	0	0	0	0	0	0	0	0	1	0
에이즈 만연한 아프리카 국가에서 콘돔 안끼는 흑좆들 때문에 골머리를 앓던 끝에 국가가 나서서 대규모 포경수술을 실시했는데 그 이후 에이즈 감염률이 뚝 떨어졌다는 연구도 있노. 좆밥이 성병균 드글거리는 온상이라는 증거	0	1	0	1	0	0	0	0	0	0	0
동감 상식적으로 납득안되는 처사지	0	0	0	0	0	0	0	0	0	1	0
그래 뭐 이슬람교 버린가라면 ㅇㅈ한다 근데 이슬람교 안버린 무슬림 난민들은 절대 들어오지마라!!	0	0	0	1	0	0	1	0	0	0	0
어이가 없다 ㅋ북한주민들이 왜 계속 노예로 사는지 알꺼같다	0	0	0	1	0	0	0	0	0	0	0
어휴 개독들..	0	0	0	0	0	0	1	0	0	0	0
개씨발 조선족 씨발련, 그 애새끼, 그 바뀌벌레들과 새끼친 남자들 싸그리 가스실에 쳐넣어야한다	0	0	0	1	0	0	0	0	0	0	0
이런 혐오 발언을 하는 요리사가 근무하는 식당은 절대 방문하면 안 될듯. 음식에 뭔 짓을 할지 모른다.	0	0	0	0	0	0	0	0	1	0	0
성격도 우리 쏘옥 빼닮았고 역시 장하다 우리 딸래미들	0	0	0	0	0	0	0	0	0	1	0
문화충격이 아니라문화컬쳐다 씹선비야	0	0	0	0	0	0	0	0	1	0	0
무섭고 ..절망스럽고 ..후회스럽겠지만 ..선택은 본인의 몫이고 책임을 져야하는 성인이 되었음을 깨닫고 남은인생 마지막 기회다 생각하고 잘 살길 ... 에휴 ..	0	0	0	0	0	0	0	0	0	1	0
개나소나ㅋㅋ국개의원	0	0	0	0	0	0	0	1	0	0	0
야이 씨발오늘도 똥송해야 되냐 ㅠ ㅠ	0	0	0	1	0	0	0	0	0	0	0
전라도는 저것도 지역관례라 합법임	0	0	0	0	0	1	0	0	0	0	0
누구누구 사장님 일하러 안나왔냐고 물어보는거애서 씹소름	0	0	0	0	0	0	0	0	0	1	0
나두 총쏘구 싶당	0	0	0	0	0	0	0	0	0	1	0
저건 솔직히 부모도 카바못침	0	0	0	0	0	0	0	0	1	0	0
결론 ㅡ 경상도나 전라도나 개씹새끼들임 = 짱깨 똑같음	0	0	0	1	0	1	0	0	0	0	0
세치의 혀로 성도들한테 5000연봉 ... 목사 할만한데...	0	0	0	0	0	0	1	0	0	0	0
니들은 사는게 범죄노 더러운 한남새끼들 재기해라!!!!!!!!!!!!!!!!!!!	0	1	0	0	0	0	0	0	0	0	0
페미는 정신병이다. 기안문제만 봐도 사람들이 페미년들을 얼마나 욕하고 이상한집단으로 생각하는지 알수있지.	1	0	0	0	0	0	0	0	0	0	0
안사요 안사	0	0	0	0	0	0	0	0	0	1	0
추우면 옷을 더 쳐입으면 되는데, 그렇다고 온도 올려서 남자들이 덥다고 쳐 벗으면 또 벗었다고 성추행이라고 하겠지?	1	0	0	0	0	0	0	0	0	0	0
우울증,화병,무기력증,조울증,정신분열증 다 봊나 좋아졌다	0	0	0	0	0	0	0	0	0	1	0
한남국자 후장이 그렇게 인기라더라 3천원에 잘 팔고와라	0	1	0	0	0	0	0	0	0	0	0
인도가 한국인보다 똑똑하긴함괴학자도많고 체스도잘하고 인재수출국임	0	0	0	1	0	0	0	0	0	0	0
일분일초가급하다 어서시행해라이기야	0	0	0	0	0	0	0	0	0	1	0
정신병자 미친 스캇게이새끼들 개쌍욕쳐먹어도 모자랄판에	0	0	1	0	0	0	0	1	0	0	0
저렇게 한몫 잡을려는 년들은 염산테러가 답이다 얼굴 녹아 내리게 뿌리면 성형도 못하고 괴물로 평생을 마쳐야 한다징역은 가겠지만 6개월 본다	1	0	0	0	0	0	0	0	0	0	0
전라도 노인들이 올라와서 그럼	0	0	0	0	1	1	0	0	0	0	0
20년전 둘리 애니매이션이 리얼 커여움	0	0	0	0	0	0	0	0	0	1	0
내말 무시하지말고 똑짤라서 나온 절단면 보여주면 무조건 워념이란 말이노 다 집어치우고 자지절단면만 보여달란 말이노	0	1	0	0	0	0	0	0	0	0	0
월남 성님들 와이리 므싰노 이기야우리나라도 상무정신 좀 길러야한다 ㅅㅂ	0	0	0	0	0	0	0	0	1	0	0
도대체 남자가 받은 특권이 뭐죠? 몰라서 그러는대 페미라고 하는사람들 있으면 이야기좀 해보세요.남자라서 받은 특권이 뭐가 있죠?	1	0	0	0	0	0	0	0	0	0	0
이기적인것 같음..손안대고 코풀려고하는것 같아서 얄미움.	0	0	0	0	0	0	0	0	1	0	0
희한하네??? 맘충 라도 페미 좌빨 종북은 답이없다	1	0	0	0	0	1	0	1	0	0	0
살인이 모가 어때서 닝겐이 만든 법에 신이 얽메이냐? 사람들은 신이 착하다고 생각하는데 그 착함의 기준이 인간기준이라는게 존나 웃기는거지	0	0	0	0	0	0	0	0	0	1	0
그걸 또 따라하노ㅋㅋㅋ모방 범죄를 ㄹㅇ 하는 사람이 있구나ㅋㅋㅋ	0	0	0	0	0	0	0	0	1	0	0
저런 모습 보여주면 아부지 마음이 더 아프겠다	0	0	0	0	0	0	0	0	0	1	0
애초에 맘편한 집에서 하는거에 최저시급을 쳐주면안됨 같은일이라고 밖에서하는거랑 집에서하는거랑은 천지차이다..	0	0	0	0	0	0	0	0	0	1	0
이름에 안속는다..변태성욕자들 양성하고 보호하고 바른 양심대로 살려고 동성애자들 거부하면 무차별 벌금 때리는 악법 우리나라 영국 꼴 나는거 두눈뜨고 못본다!	0	0	1	0	0	0	0	0	0	0	0
시발 ㅋㅋㅋ 출산율은 병신인데, 다문화는 막아라고 지랄 ㅋㅋㅋㅋ 결혼은 하지말라고 지랄 ㅋㅋㅋㅋㅋ 이래도 애국보수 일베저장소 입니꽈??	0	0	0	1	0	0	0	0	0	0	0
곰애미 쌔끈하냐	0	0	0	0	0	0	0	0	1	0	0
중궈 113마리 검출	0	0	0	1	0	0	0	0	0	0	1
먹튀쩐다 ㅋㅋ	0	0	0	0	0	0	0	0	1	0	0
그 한남통장 합의 냄저가 하자고 했지? 그 쓰러져 가는 국밥집 냄저가 가자고 했지?	0	1	0	0	0	0	0	0	0	0	0
씨발 도대체 언제부터 이딴 프로 불편러, 모임에 껴있으면 분위기 존나 초치는 씹병신새끼들이 꺼드럭거리는 세상이 된거냐? 어? 좆같네 진짜	0	0	0	0	0	0	0	0	1	0	0
692 뻔하노 이기 대줬겠지 ㅋ 물론 후장을 ^느^	0	0	0	0	0	0	0	0	1	0	0
페미를 표받을려고 지지하는 미친인간들은 있을지 몰라도 반대하는 건 그냥 지극히 정상적인 거지	1	0	0	0	0	0	0	0	0	0	0
필리핀임? 필리핀은 성매매한남들이 코피노 가는데지 한국인이 유학갈만한데 아님	0	1	0	1	0	0	0	0	0	0	0
못배운새끼들한테 뭘 기대해북한생활,교육수준이 똥남아급인데 똥오줌 못가리는거 뻔하지탈북괴나 조선족새끼들 빈티나는 까무잡잡한 상판만봐도 짜증	0	0	0	1	0	0	0	0	0	0	0
트젠은 피해라도 안 주지 트페미는 절레절레	1	0	0	0	0	0	0	0	0	0	0
(((((((((((((())))))))))))))))	0	0	0	0	0	0	0	0	0	1	0
아씨..사진으로도 부랄쩐내가 나노	0	1	0	0	0	0	0	0	0	0	0
탐'라도' ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ	0	0	0	0	0	1	0	0	0	0	0
여자들 지들이 잘낫다고 하고 핏대세우는데 증말 말도 않나옴 ㅎㅎ 어이없어 ㅎㅎㅎ 문제인 문제여성ㅋㅋㅋㅋㅋㅋ	1	0	0	0	0	0	0	0	0	0	0
창녀들 종착역이 결혼이잖아.노골적으로 결혼이 목표인 몇안되는 자원인데호구새끼 하나 물면 혼인율 증가 확인도장 찍으려고애새끼 하나 까질러놓을텐데 출산율도 증가.시발꺼.	1	0	0	0	0	0	0	0	0	0	0
미친똥꼬충 씨발새끼들 동성애를 존중할 권리는 있는데 반대하고 혐오할 권리는 왜 없냐? 씨발 정신병자새끼들니네 애비 후장이나빨아라	0	0	1	0	0	0	0	1	0	0	0
쌍도새끼 못 배워 처먹은 거 티내는 거 보니 냄새난다	0	0	0	0	0	1	0	0	0	0	0
고맙다 게이들아 내친구들도 응원해주라 이기야!! 커피마저 먹고 다시 출동한다 ㅋ근데 왜 중계두개 해서 분열되게 하냐? 예수쟁이 집회가 어찌 더크노?	0	0	0	0	0	0	1	0	0	0	0
성병 걸릴 확률: 똥꼬충>>>>>>(넘사벽)>>>>>>>(에이즈의 벽)>>>>>>> 한남과 섹스>>>>>>>>넘사벽>>>>>>>>>> 한남과 섹스해본적 있는 바이와 레즈의 섹스>>> 레즈	0	1	1	0	0	0	0	0	0	0	0
정규직으로 제일 빡센 일 시키면 되지 뭐~^^	0	0	0	0	0	0	0	0	0	1	0
잇이건 진짜 첨들어 본다 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ	0	0	0	0	0	0	0	0	0	1	0
무서우면 재기후장에 들가서 숨어라이기	0	0	0	0	0	0	0	0	1	0	0
씨발 홍어 새끼들 진짜 싫다................이제는 싫다는 말도 못하노?,,,,,,,	0	0	0	0	0	1	0	0	0	0	0
내 주변에 전에 다니던 직장에서 알게된 탈북자 있는데 러시아어 통역하는데 월급 나보다 많았다. 거기에 지원금 까지 나오겠지 집도 공짜로 주고 시발 부러움	0	0	0	0	0	0	0	0	1	0	0
저게 왜 AV스눕 짤이냐? ㅋㅋㅋㅋ	0	0	0	0	0	0	0	0	1	0	0
오지랖은... 글고 솔직히 말해서 실제로 오바마 정도 수입한다고하면 웬만한 나라들은 쌍수들어 환영하겠다. 지들도 트럼프 당선되기 전까지는 조옷빠지게 빨았으면서.	0	0	0	0	0	0	0	0	1	0	0
파퀴새끼랑 결혼해서파퀴로 끌려가집주변 100m 도 못 벗어나게말 그대로 성노예가 되어 살면그제서야 자신이 무슨 실수를 했는지 깨달을 듯?	0	0	0	1	0	0	0	0	0	0	0
제발 행동으로옮겨서 틀딱새끼들 면상에 빵꾸낫으면좋겟다 그	0	0	0	0	1	0	0	0	0	0	0
흉자들 진심 도와주면안됨 ㅋㅋㅋㅋㅋ 보지말안듣고 대가리깨져도 한남충 못잃어련들 뭣하러 도와줌	1	1	0	0	0	0	0	0	0	0	0
젠신병자들 성형정보 공유까펜가보노 잘왔다이기야노	0	0	1	0	0	0	0	1	0	0	0
총학생회랑 총여학생회는 왜나눠져있는건가요? 남녀를 왜그리나눠서 분쟁을 만드려하는지	0	0	0	0	0	0	0	0	0	1	0
베트남설리 젖이 너무 커서계속 가슴골 모자이크네 씨발교육방송 클라스	1	0	0	0	0	0	0	0	0	0	0
끝까지싸워서 꼭이겨라 맘충들은 아예싹을잘라야한다	1	0	0	0	0	0	0	0	0	0	0
애비는 패야재맛 ^느^	0	1	0	0	0	0	0	0	0	0	0
무식해서 그렇다. 머구 무식하고 답답한 사고방식 가진 인간들 많다	0	0	0	0	0	1	0	0	0	0	0
항문성교하다귀두에콩나물걸려나오는거아니냐	0	0	1	0	0	0	0	0	0	0	0
촌놈들은 답이없어요;;에휴	0	0	0	0	0	1	0	0	0	0	0
와 그래프 앵나 좆같다	0	0	0	0	0	0	0	0	1	0	0
씨발 전라도 팡팡 터지는구나 ㅋㅋㅋ	0	0	0	0	0	1	0	0	0	0	0
이노무~~~ 홍어 쉐끼드을~~~ 청정 감자국에 홍어 악취 배기게 하지말고 써억 꺼져라 ~~	0	0	0	0	0	1	0	0	0	0	0
강간은 이해하는데 목사개끼들 왜 똥까지 먹이는애들 많은거냐??? 왜구롤까!????	0	0	0	0	0	0	1	0	0	0	0
서울 특징 계집애같은거 좋아해서 게이짓까지함	0	0	1	0	0	1	0	0	0	0	0
애초에 한국여자란 몸섞는거자체가 위험하다이년들은 수틀리면 강간당했다함	1	0	0	0	0	0	0	0	0	0	0
도긴개긴이네 ㅋ여자들이 진짜 선동에 쉽게 넘어가긴 함개빡대가리 족속이라 그런가종교권력이 오지긴 하지	1	0	0	0	0	0	0	0	0	0	0
일본 걱정하는 화장실 휴지신문 아닌가?	0	0	0	0	0	0	0	0	1	0	0
쫌...아...목사를 하지말던가..ㅜㅜ 왜 굳이...	0	0	0	0	0	0	1	0	0	0	0
그냥 인도네시아로 가던가..왜 굳이 한국까지 와서 저지랄임	0	0	0	1	0	0	0	0	0	0	0
'주변 cctv 추적하고 재가 이용한 가게 카드내역 추적해서'아니 좀 이해가 안되는게 저럴 시간에 범인을 잡는게 맞는거 아님?왜 수사력을 애먼 목격자 찾는데 허비함?	0	0	0	0	0	0	0	0	1	0	0
공정한 세상이왓네.. 역시 촛불정부 ... 토착왜구 진짜왜구 골통목사 골통 교수 골통국개의원 다꺼져 선거때보자..	0	0	0	1	0	0	0	0	0	0	0
김문수 가즈아!!!!!!!!!!!!!!!!!!!!!!!!!무적권 자유 한국당만 뽑느다	0	0	0	0	0	0	0	0	0	1	0
코로나는 하나님이 회개하라고 주어진 시간이라고 생각합니다. 비록 모임금지와 예배를 드리지 못하는 박해의 시기를 견디고 있지만 초대교회의 사도들과 성도들의 신앙을 본받아 견디고 승리하면 반드시 좋은 날이 올거라고 생각합니다.	0	0	0	0	0	0	0	0	0	1	0
하다하다 이제 별 놈들이 다 설쳐데네. 나라 꼬라지 잘 돌아간다.	0	0	0	0	0	0	0	0	1	0	0
댓글에 급식이 판을치노	0	0	0	0	1	0	0	0	0	0	0
모르면 몰라도 더 심했을거다. 만약 병신같은 일게이가 홍팍이나 오유 새끼들, 또는 이것과 마찬가지로 여초 낙태충 년들한테 이 짓을 당했으면 ㅋㅋㅋㅋ 시발 상상만 해도 재밌네 ㅋㅋㅋㅋㅋㅋ	1	0	0	0	0	1	0	0	0	0	0
정말 속상하네요 아이들을 보호해야할 학교가 인권으로 포장한 성정체성 혼란 가중시키는 교육이라니요 정상과 비정상의 개념부터 무너뜨리는 악행입니다 대체 왜	0	0	1	0	0	0	0	0	0	0	0
동성애를 옹호하는 정의당이 N번방 사건에 대해서 따지니 어의없습니다. 정의당은 인민더불어민주당과 함께 북한가세요. 가자마자 험한 일 당하겠지만..	0	0	1	0	0	0	0	0	0	0	0
이런짤 어디서 찾는거노	0	0	0	0	0	0	0	0	0	1	0
어디에 붙어있는 개지잡 꼴통학교냐 ㅋㅋ	0	0	0	0	0	0	0	1	0	0	0
보통과 곱배기로 차별해서 판매하는것은 어떠한지요?	0	0	0	0	0	0	0	0	0	1	0
개슬람새끼들 수염 존나더럽게기르네	0	0	0	0	0	0	1	0	0	0	0
이딴 기사 그만 내보내라. 나라를 구했나 남자 좋아하는게 무슨 자랑이라고... 신문지면에 내라 포털에 올리지말고	0	0	0	0	0	0	0	0	1	0	0
저래 놓고도,,, 오해입니다. 이슬람은 평화라는 뜻입니다. 이슬람은 평화를 사랑하고.... 주절주절 방송에 나와 쉴드치는	0	0	0	0	0	0	1	0	0	0	0
쟤네 다 전라도로 보내면 안되나? 난민들 소금노예 삼는거 인정해주께 조금이라도 나라에 도움이 되어봐라 라도새끼들아	0	0	0	1	0	1	0	0	0	0	0
네오나치 대변하는 정당이 국민전선인데, 이런거 끌고 와서 자위하는 일베충들 봐라ㅋㅋㅋ야 르펜 같은 애들이 너네 유럽 발도 못 붙이게 하고 싶어서 난리인거 아냐?ㅋㅋㅋㅋㅋㅋㅋㅋ	0	0	0	0	0	0	0	1	0	0	0
개좆팔새끼들 알바만 봐도 군대갔다온 냄져 우선순위라고 써놓은곳 개많음 좆팔 인생편하게 산다	0	1	0	0	0	0	0	0	0	0	0
깔깔 한남들 도태각 뾰좆하다이니	0	1	0	0	0	0	0	0	0	0	0
ㅅㅂ 나 browsec 쓰는데	0	0	0	0	0	0	0	0	1	0	0
여자는 원래 철이 안드는거노 껄레껄레	1	0	0	0	0	0	0	0	0	0	0
페미니즘이 성평등이 아닌 이유가 페미니즘은 무언가를 판단할 때 제일 먼저 따지는게 성별이기 때문이다. 성평등코스프레 피해자코스프레 너무 역겨워. 페미니스트들은 여성대표도 아니고 성평등주의자들도 아니고 피해자도 아니야. 정신병있는 KKK뺨치는 차별주의광신도들이지	1	0	0	0	0	0	0	0	0	0	0
개돼지는 한남민국에 쳐박혀있으라이기야^	0	1	0	0	0	0	0	0	0	0	0
ㅆㅂ 조선족 벼룩 빈대같은 새끼들ㅋㅋㅋㅋㅋ	0	0	0	1	0	0	0	0	0	0	0
스킨헤드정도면 명예 웜상 아니노? 자댕이라 댕청하게지만 보토피아되면 가축정도론 키울수있겟노	0	1	0	0	0	0	0	0	0	0	0
후장충들은 다필요없고러시아식 물리치료가 시급하다	0	0	1	0	0	0	0	0	0	0	0
사고날만하긴한데 ㅋㅋ 저거 못 볼 정도면 운전 하면 안되제 ~ 틀딱들 잘알앗제? 얼렁 운전면허증 반납하고 사륜전동카나 얼렁 구입들해라	0	0	0	0	1	0	0	0	0	0	0
오로지 피싸개와 빨갱이 새끼들만을 위한 나라 둘다 빨갛다는 공통점이 있네	0	0	0	0	0	0	0	1	0	0	0
